16:32:37.799 [INFO] cli_log::init: Starting git-ai v3.0.0 with log level DEBUG
16:33:41.802 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:41.817 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:41.826 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:41.835 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:41.841 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:41.850 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:42.109 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:42.370 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:42.630 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:42.888 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:43.146 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:43.403 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:43.661 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:43.919 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:44.179 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:44.438 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:44.695 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:44.960 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:45.219 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:45.476 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:45.733 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:45.989 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:46.245 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:46.502 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:46.653 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:46.908 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:47.163 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:47.419 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:47.675 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:47.938 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:48.194 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:48.450 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:48.712 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:48.974 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:49.236 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:49.494 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:49.749 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:50.006 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:50.270 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:50.529 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:50.785 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:51.040 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:51.296 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:51.551 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:51.806 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:52.062 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:52.318 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:52.574 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:52.830 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.088 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.347 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.604 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.818 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.833 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.850 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.858 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.867 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.875 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.883 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.899 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.908 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.916 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.924 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.933 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.941 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.949 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.958 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:53.983 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:54.000 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:54.108 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:54.361 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:54.614 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:54.867 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.029 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.058 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.071 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.082 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.087 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.096 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.104 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.112 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.121 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.137 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.157 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.171 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.179 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.212 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.387 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.413 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.668 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:55.923 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:56.183 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:56.449 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:56.706 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:56.960 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:57.216 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:57.477 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:57.736 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:57.993 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:58.251 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:58.512 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:58.768 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:59.028 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:59.287 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:59.543 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:33:59.798 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:00.053 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:00.309 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:00.573 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:00.829 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:01.085 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:01.347 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:01.604 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:01.858 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:02.118 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:02.374 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:02.629 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:02.888 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:03.145 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:03.406 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:03.662 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:03.917 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:04.177 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:13.021 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:13.276 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:13.537 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
16:34:13.798 [DEBUG] git_ai::ui::modals::github_download: Thư mục tạm GitHub hiện tại: "/var/folders/1y/k12ctwmn14123t_chxhpx0qr0000gn/T/git_ai_download_eZaw5b"
